2020-10-15 08:03:40,518 351 article, ID: 162002 took 6.867326021194458
2020-10-15 08:03:46,013 352 article, ID: 162415 took 5.495147228240967
2020-10-15 08:04:03,034 353 article, ID: 162896 took 17.02029585838318
2020-10-15 08:04:11,612 354 article, ID: 163761 took 8.578114986419678
2020-10-15 08:04:16,210 355 article, ID: 165096 took 4.598325967788696
2020-10-15 08:04:20,876 356 article, ID: 165466 took 4.665518045425415
2020-10-15 08:04:40,512 357 article, ID: 165911 took 19.636099576950073
2020-10-15 08:04:49,261 358 article, ID: 165942 took 8.748867988586426
2020-10-15 08:05:12,452 359 article, ID: 166788 took 23.190346479415894
2020-10-15 08:05:19,392 360 article, ID: 167374 took 6.940342426300049
2020-10-15 08:05:32,575 361 article, ID: 167490 took 13.182456731796265
2020-10-15 08:05:42,669 362 article, ID: 168347 took 10.094130039215088
2020-10-15 08:06:01,949 363 article, ID: 169116 took 19.27990412712097
2020-10-15 08:06:36,055 364 article, ID: 169747 took 34.10498070716858
2020-10-15 08:06:56,703 365 article, ID: 170031 took 20.648149967193604
2020-10-15 08:07:48,686 366 article, ID: 170748 took 51.98335361480713
2020-10-15 08:07:49,779 367 article, ID: 171033 took 1.0928916931152344
2020-10-15 08:07:52,259 368 article, ID: 171617 took 2.4791502952575684
2020-10-15 08:08:05,738 369 article, ID: 171646 took 13.478947162628174
2020-10-15 08:08:40,341 370 article, ID: 172096 took 34.6027295589447
2020-10-15 08:08:45,814 371 article, ID: 172883 took 5.473490238189697
2020-10-15 08:08:46,562 372 article, ID: 173589 took 0.7478573322296143
2020-10-15 08:08:51,050 373 article, ID: 173623 took 4.48701286315918
2020-10-15 08:09:16,501 374 article, ID: 173721 took 25.451345682144165
2020-10-15 08:09:42,394 375 article, ID: 174156 took 25.89285683631897
2020-10-15 08:10:36,587 376 article, ID: 174577 took 54.19261336326599
2020-10-15 08:10:56,731 377 article, ID: 175588 took 20.144287824630737
2020-10-15 08:10:58,437 378 article, ID: 176522 took 1.704012155532837
2020-10-15 08:11:07,317 379 article, ID: 176966 took 8.880167961120605
2020-10-15 08:11:17,184 380 article, ID: 177064 took 9.866810083389282
2020-10-15 08:11:50,416 381 article, ID: 177154 took 33.231231689453125
2020-10-15 08:11:51,708 382 article, ID: 177269 took 1.292267084121704
2020-10-15 08:12:29,129 383 article, ID: 177714 took 37.420894145965576
2020-10-15 08:12:44,576 384 article, ID: 177901 took 15.44661021232605
2020-10-15 08:12:45,958 385 article, ID: 178564 took 1.382150650024414
2020-10-15 08:12:54,234 386 article, ID: 178743 took 8.27543568611145
2020-10-15 08:13:24,954 387 article, ID: 179901 took 30.720146656036377
